###ENTRADA###
90;96;2;31
###SALIDA###
2.0	146.43	33.99
2.1	147.15	32.81
2.2	147.88	31.53
2.3	148.60	30.16
2.4	149.32	28.68
2.5	150.04	27.11
2.6	150.76	25.44
2.7	151.48	23.67
2.8	152.21	21.80
2.9	152.93	19.84
3.0	153.65	17.78
3.1	154.37	15.61
3.2	155.09	13.36
3.3	155.81	11.00
3.4	156.54	8.54
3.5	157.26	5.99
3.6	157.98	3.34
3.7	158.70	0.59
###ENTRADA###
26;12;11;64
###SALIDA###
Ingrese las condiciones iniciales: 0.0	26.00	12.00
0.1	26.48	12.94
0.2	26.96	13.78
0.3	27.45	14.52
0.4	27.93	15.17
0.5	28.41	15.72
0.6	28.89	16.17
0.7	29.38	16.52
0.8	29.86	16.77
0.9	30.34	16.93
1.0	30.82	16.98
1.1	31.30	16.94
1.2	31.79	16.80
1.3	32.27	16.57
1.4	32.75	16.23
1.5	33.23	15.80
1.6	33.72	15.27
1.7	34.20	14.64
1.8	34.68	13.91
1.9	35.16	13.08
2.0	35.64	12.16
2.1	36.13	11.14
2.2	36.61	10.02
2.3	37.09	8.80
2.4	37.57	7.48
2.5	38.06	6.07
2.6	38.54	4.56
2.7	39.02	2.95
2.8	39.50	1.24
###ENTRADA###
8;86;13;79
###SALIDA###
Ingrese las condiciones iniciales: 0.0	8.00	86.00
0.1	8.25	87.23
0.2	8.50	88.36
0.3	8.74	89.39
0.4	8.99	90.32
0.5	9.24	91.15
0.6	9.49	91.89
0.7	9.74	92.53
0.8	9.98	93.07
0.9	10.23	93.51
1.0	10.48	93.86
1.1	10.73	94.10
1.2	10.98	94.25
1.3	11.22	94.30
1.4	11.47	94.26
1.5	11.72	94.11
1.6	11.97	93.87
1.7	12.22	93.52
1.8	12.46	93.08
1.9	12.71	92.55
2.0	12.96	91.91
2.1	13.21	91.17
2.2	13.46	90.34
2.3	13.71	89.41
2.4	13.95	88.38
2.5	14.20	87.26
2.6	14.45	86.03
2.7	14.70	84.71
2.8	14.95	83.29
2.9	15.19	81.77
3.0	15.44	80.15
3.1	15.69	78.44
3.2	15.94	76.63
3.3	16.19	74.71
3.4	16.43	72.71
3.5	16.68	70.60
3.6	16.93	68.39
3.7	17.18	66.09
3.8	17.43	63.69
3.9	17.67	61.19
4.0	17.92	58.59
4.1	18.17	55.90
4.2	18.42	53.10
4.3	18.67	50.21
4.4	18.91	47.22
4.5	19.16	44.13
4.6	19.41	40.95
4.7	19.66	37.66
4.8	19.91	34.28
4.9	20.15	30.80
5.0	20.40	27.22
5.1	20.65	23.55
5.2	20.90	19.77
5.3	21.15	15.90
5.4	21.39	11.93
5.5	21.64	7.86
5.6	21.89	3.69
###ENTRADA###
11;46;14;5
###SALIDA###
Ingrese las condiciones iniciales: 0.0	11.00	46.00
0.1	12.39	46.07
0.2	13.79	46.05
0.3	15.18	45.92
0.4	16.58	45.70
0.5	17.97	45.38
0.6	19.37	44.97
0.7	20.76	44.45
0.8	22.16	43.84
0.9	23.55	43.13
1.0	24.95	42.32
1.1	26.34	41.41
1.2	27.74	40.40
1.3	29.13	39.30
1.4	30.53	38.10
1.5	31.92	36.80
1.6	33.31	35.40
1.7	34.71	33.90
1.8	36.10	32.31
1.9	37.50	30.62
2.0	38.89	28.83
2.1	40.29	26.94
2.2	41.68	24.95
2.3	43.08	22.87
2.4	44.47	20.69
2.5	45.87	18.40
2.6	47.26	16.03
2.7	48.66	13.55
2.8	50.05	10.97
2.9	51.45	8.30
3.0	52.84	5.53
3.1	54.23	2.66
###ENTRADA###
148;94;5;44
###SALIDA###
Ingrese las condiciones iniciales: 0.0	148.00	94.00
0.1	148.36	94.30
0.2	148.72	94.50
0.3	149.08	94.60
0.4	149.44	94.60
0.5	149.80	94.51
0.6	150.16	94.32
0.7	150.52	94.03
0.8	150.88	93.64
0.9	151.24	93.15
1.0	151.60	92.57
1.1	151.96	91.89
1.2	152.32	91.11
1.3	152.68	90.23
1.4	153.04	89.25
1.5	153.40	88.18
1.6	153.75	87.00
1.7	154.11	85.73
1.8	154.47	84.37
1.9	154.83	82.90
2.0	155.19	81.33
2.1	155.55	79.67
2.2	155.91	77.91
2.3	156.27	76.05
2.4	156.63	74.09
2.5	156.99	72.04
2.6	157.35	69.88
2.7	157.71	67.63
2.8	158.07	65.28
2.9	158.43	62.84
3.0	158.79	60.29
3.1	159.15	57.65
3.2	159.51	54.90
3.3	159.87	52.06
3.4	160.23	49.13
3.5	160.59	46.09
3.6	160.95	42.96
3.7	161.31	39.72
3.8	161.67	36.39
3.9	162.03	32.97
4.0	162.39	29.44
4.1	162.75	25.82
4.2	163.11	22.09
4.3	163.47	18.27
4.4	163.83	14.35
4.5	164.19	10.34
4.6	164.54	6.22
4.7	164.90	2.01
###ENTRADA###
27;70;15;23
###SALIDA###
Ingrese las condiciones iniciales: 0.0	27.00	70.00
0.1	28.38	70.54
0.2	29.76	70.98
0.3	31.14	71.32
0.4	32.52	71.56
0.5	33.90	71.70
0.6	35.28	71.75
0.7	36.67	71.70
0.8	38.05	71.55
0.9	39.43	71.30
1.0	40.81	70.96
1.1	42.19	70.51
1.2	43.57	69.97
1.3	44.95	69.33
1.4	46.33	68.59
1.5	47.71	67.76
1.6	49.09	66.82
1.7	50.47	65.79
1.8	51.85	64.66
1.9	53.23	63.43
2.0	54.62	62.11
2.1	56.00	60.68
2.2	57.38	59.16
2.3	58.76	57.54
2.4	60.14	55.82
2.5	61.52	54.01
2.6	62.90	52.09
2.7	64.28	50.08
2.8	65.66	47.97
2.9	67.04	45.76
3.0	68.42	43.45
3.1	69.80	41.05
3.2	71.18	38.54
3.3	72.56	35.94
3.4	73.95	33.24
3.5	75.33	30.45
3.6	76.71	27.55
3.7	78.09	24.56
3.8	79.47	21.47
3.9	80.85	18.28
4.0	82.23	14.99
4.1	83.61	11.60
4.2	84.99	8.12
4.3	86.37	4.54
4.4	87.75	0.86
###ENTRADA###
48;74;9;7
###SALIDA###
Ingrese las condiciones iniciales: 0.0	48.00	74.00
0.1	48.89	74.06
0.2	49.79	74.02
0.3	50.68	73.89
0.4	51.57	73.65
0.5	52.47	73.32
0.6	53.36	72.89
0.7	54.25	72.37
0.8	55.15	71.74
0.9	56.04	71.02
1.0	56.93	70.19
1.1	57.83	69.27
1.2	58.72	68.26
1.3	59.61	67.14
1.4	60.51	65.92
1.5	61.40	64.61
1.6	62.29	63.20
1.7	63.19	61.69
1.8	64.08	60.09
1.9	64.97	58.38
2.0	65.87	56.58
2.1	66.76	54.68
2.2	67.65	52.68
2.3	68.55	50.58
2.4	69.44	48.39
2.5	70.33	46.10
2.6	71.23	43.71
2.7	72.12	41.22
2.8	73.01	38.63
2.9	73.91	35.94
3.0	74.80	33.16
3.1	75.69	30.28
3.2	76.59	27.30
3.3	77.48	24.22
3.4	78.37	21.05
3.5	79.27	17.77
3.6	80.16	14.40
3.7	81.05	10.93
3.8	81.95	7.36
3.9	82.84	3.70
###ENTRADA###
7;3;8;40
###SALIDA###
Ingrese las condiciones iniciales: 0.0	7.00	3.00
0.1	7.61	3.47
0.2	8.23	3.83
0.3	8.84	4.10
0.4	9.45	4.27
0.5	10.06	4.35
0.6	10.68	4.32
0.7	11.29	4.20
0.8	11.90	3.98
0.9	12.52	3.66
1.0	13.13	3.24
1.1	13.74	2.72
1.2	14.35	2.11
1.3	14.97	1.40
1.4	15.58	0.59
